-145.96736,-151.55869,-176.57469,-163.37074,-189.66113,-202.63773,-202.2517,-211.19191,-211.68584,-226.99342,-226.51358,-242.10432,-230.74074,-233.8755,-233.27492,-246.3598,-250.37491,-240.13867,-238.49265,-229.43039,-236.67906,-231.79698,-237.15227,-218.68074,-200.84189,-197.36943,-186.87491,-155.9747,-167.58415,-163.32716,-209.04433,-215.83548,-219.75829,-220.08076,-222.3677,-215.44981,-245.96474,-244.85565,-242.37662,-254.16623,-268.61774,-255.70018,-271.60886,-293.5115,-317.64322,-265.59946,-275.40887,-278.88074,-274.7804,-272.4836,-271.5794,-254.81868,-244.6719,-247.19188,-239.04623,-236.6021,-228.00375,-213.82585,-219.78491,-233.89815,-256.89868,-251.39717,-265.433,-254.98227,-260.97964,-257.2949,-247.33168,-255.80946,-266.4649,-260.12192,-252.3813,-244.48491,-244.31435,-223.50189,-213.17358,-230.67018,-239.02908,-215.35416,-244.1785,-224.44168,-248.53754,-246.44055,-261.72906,-255.16472,-262.72357,-259.22342,-259.5717,-251.8483,-264.08395,-290.6034
-534.32983,-598.4656,-655.46094,-649.427,-625.6227,-574.2378,-576.70514,-620.9811,-733.1175,-825.84143,-831.47076,-770.9403,-632.8,-613.90295,-704.84094,-754.2505,-848.9081,-826.61145,-706.4122,-651.3078,-652.76135,-698.6039,-781.2261,-756.15283,-710.6904,-655.3094,-611.3178,-524.7448,-526.41626,-542.02893,-648.84406,-600.84937,-613.6003,-653.8082,-733.00574,-766.33826,-796.39484,-783.14374,-741.5744,-691.05,-706.10376,-724.0183,-839.25903,-885.22504,-888.5409,-698.99243,-682.2821,-736.3734,-824.96765,-861.9326,-860.3911,-823.2555,-723.0058,-634.90234,-629.5675,-668.59845,-749.13745,-760.2627,-730.8811,-688.59155,-699.41724,-748.8633,-818.02344,-814.08984,-745.46954,-683.77435,-661.44885,-693.0808,-789.35425,-815.89404,-819.90466,-796.53986,-704.28815,-629.3002,-616.46533,-735.2578,-818.5487,-761.22064,-663.558,-638.33856,-660.1279,-707.33545,-804.1871,-812.3206,-830.8889,-804.47314,-709.0253,-634.8476,-670.97363,-803.03284
-520.1913,-582.42523,-636.1907,-627.3924,-617.0595,-564.7157,-565.3897,-606.4299,-710.6921,-805.8155,-809.6609,-755.4865,-622.6907,-601.7132,-690.49115,-744.35693,-826.22644,-803.3872,-692.72314,-634.3818,-637.6986,-687.289,-762.10785,-738.6865,-692.05493,-634.9979,-594.36566,-513.8938,-515.5381,-529.1911,-634.1203,-590.0338,-602.4652,-638.3694,-711.37,-743.5518,-777.6832,-765.224,-729.5898,-673.69934,-689.16174,-708.47003,-817.96783,-870.7905,-877.21014,-685.7758,-671.68756,-722.9029,-804.822,-845.53156,-838.09973,-805.11865,-705.5853,-619.4025,-610.8118,-665.0036,-731.0189,-737.46814,-711.6583,-675.77576,-682.00037,-731.71277,-799.2722,-791.9431,-731.03265,-670.12177,-644.9005,-675.3206,-768.707,-789.7424,-801.0043,-779.9834,-691.4556,-618.1614,-602.94543,-721.0591,-795.62164,-739.2267,-649.77924,-623.062,-645.9092,-694.23267,-775.66486,-800.954,-808.47784,-786.3539,-691.5073,-631.7739,-657.88965,-794.23517
-488.57407,-546.78455,-601.1173,-591.42017,-573.96625,-537.64594,-540.17236,-580.7458,-674.52734,-755.59924,-759.6736,-710.98,-590.2577,-575.0841,-656.4406,-701.5525,-778.64734,-761.2706,-661.4739,-608.50916,-610.53906,-646.08405,-717.3805,-694.4139,-653.1572,-601.445,-565.4614,-486.18378,-487.4394,-495.9336,-599.70776,-559.4455,-572.92163,-605.84125,-679.7373,-702.97437,-734.40533,-723.2317,-689.5623,-646.1858,-659.04596,-675.8091,-776.9448,-823.8031,-830.14,-660.3834,-644.3779,-691.0707,-762.1399,-796.3744,-790.2394,-758.70557,-674.8832,-595.75195,-587.38464,-623.3605,-694.1223,-694.77893,-675.76526,-649.5481,-656.6338,-697.1072,-758.3786,-747.8773,-702.85315,-636.9,-616.8759,-655.0352,-733.376,-753.8012,-764.42346,-730.7403,-653.67737,-593.9327,-578.50366,-690.0103,-752.0414,-707.96466,-630.64606,-596.7755,-617.97327,-667.8135,-744.6056,-754.09906,-766.23193,-754.32855,-671.24634,-609.51733,-628.5181,-764.7279
-508.67957,-571.9431,-624.41235,-615.39856,-598.8109,-557.526,-560.3815,-600.9475,-699.9103,-787.0577,-791.7315,-740.0609,-614.02826,-595.35077,-681.23303,-728.46185,-810.92896,-791.6592,-683.64264,-628.67505,-630.71045,-673.13416,-746.50903,-722.8972,-676.72925,-625.9864,-587.5797,-504.7506,-506.4186,-515.7592,-623.1205,-582.6928,-596.0566,-631.0767,-704.5635,-729.08264,-761.1202,-749.5737,-712.84827,-666.08704,-681.77686,-700.78986,-808.5742,-853.54736,-859.3004,-679.81946,-665.7866,-715.66516,-788.3845,-829.32245,-824.8278,-794.39856,-699.2603,-614.2135,-609.1858,-648.47266,-717.8064,-721.3436,-697.2547,-669.49756,-674.27563,-723.0098,-788.4697,-778.8734,-718.6772,-661.5847,-639.0551,-670.2458,-760.6275,-779.35754,-784.1134,-765.2331,-680.496,-606.77344,-595.15625,-710.1169,-778.5075,-730.9522,-644.8227,-616.2366,-635.20636,-683.6106,-766.1211,-778.14905,-797.95526,-772.25916,-680.062,-621.0634,-646.7108,-778.15875
-473.30548,-525.3817,-573.0714,-567.6236,-565.40546,-524.1783,-523.09717,-560.40845,-646.8429,-732.6106,-735.8866,-691.376,-579.6603,-561.51514,-638.7091,-690.4747,-757.1925,-731.9856,-637.40106,-589.46106,-592.3917,-632.3037,-699.2612,-671.96704,-627.95935,-578.1413,-545.12537,-467.4708,-470.80124,-482.89264,-584.6023,-548.8672,-561.5436,-589.78375,-649.14984,-675.0189,-713.605,-704.2362,-672.88684,-625.1865,-642.2394,-657.2647,-751.834,-801.35767,-817.6042,-641.938,-630.4979,-676.8681,-740.52264,-778.12067,-770.3917,-733.25037,-652.27014,-574.61597,-570.33777,-612.1317,-669.13354,-670.0492,-649.6503,-625.4317,-644.6853,-676.6325,-729.1716,-727.34937,-677.95734,-621.9133,-596.0408,-628.1846,-706.035,-728.1258,-734.3819,-712.38745,-637.64014,-567.8594,-553.1547,-660.60376,-723.39325,-675.59656,-608.1608,-572.02875,-598.3678,-644.9097,-720.5344,-730.8019,-745.96265,-718.60297,-642.23035,-583.5708,-612.9983,-736.3691
-133.94017,-138.10376,-169.10248,-156.30716,-185.43321,-190.88963,-195.06282,-208.52187,-203.89224,-222.46153,-212.90189,-230.47527,-221.20338,-225.3138,-219.36322,-237.8298,-235.26811,-226.4815,-232.14056,-220.24869,-223.97943,-222.75415,-223.14735,-204.69905,-196.6519,-185.45737,-174.01303,-141.27112,-161.81717,-150.29265,-198.86678,-207.25945,-209.90224,-209.0434,-215.9081,-205.47076,-232.76305,-228.99435,-226.83037,-240.13171,-260.2357,-250.7083,-261.81186,-285.9834,-313.24094,-261.77927,-270.1049,-273.8466,-263.75378,-262.34583,-261.95435,-243.17267,-233.34076,-243.09544,-228.40282,-229.87793,-214.8885,-201.30283,-209.58925,-226.59189,-252.18246,-243.03679,-254.87283,-241.27492,-251.22224,-244.88205,-236.44887,-246.70586,-261.25662,-250.43375,-241.74832,-230.81001,-233.26982,-213.32552,-200.49626,-223.5666,-225.36247,-206.3634,-232.98831,-220.22397,-239.5264,-230.22527,-250.55699,-247.13585,-251.4796,-251.83813,-245.52397,-234.957,-251.87279,-278.3787
-576.52295,-655.8873,-713.97754,-703.22925,-682.4239,-618.98425,-623.2914,-677.33203,-788.5036,-902.5419,-900.397,-835.07764,-682.96387,-656.64813,-760.46423,-815.8303,-920.8583,-898.5114,-765.6345,-696.9391,-702.2481,-754.53796,-848.22736,-820.2775,-776.1223,-705.16705,-659.15015,-567.6117,-572.65186,-585.6748,-698.85706,-645.16296,-659.21545,-701.5625,-793.2036,-825.9573,-861.2039,-848.92444,-799.8152,-737.5696,-757.5394,-776.3109,-907.4711,-961.59106,-962.59106,-748.84875,-731.0364,-789.9592,-889.4725,-935.39197,-926.3867,-891.40356,-781.1467,-679.4122,-669.0316,-729.8533,-811.7378,-819.8862,-788.863,-748.27277,-756.8575,-815.1228,-884.3048,-876.8313,-802.7295,-733.8736,-705.5426,-740.8982,-855.1431,-880.4297,-887.8762,-859.33887,-759.4164,-671.12573,-663.5205,-803.84686,-887.5697,-831.1808,-713.1966,-681.9891,-703.7022,-753.3828,-863.3302,-888.47015,-898.2672,-863.3091,-758.85913,-674.3553,-712.3367,-869.86084
-456.71735,-514.4342,-558.3633,-549.2492,-560.07996,-518.5703,-517.9808,-557.6916,-624.65686,-719.8771,-716.15784,-678.1558,-577.98596,-554.47754,-624.8583,-680.27423,-742.77814,-715.31116,-629.2362,-579.8015,-583.45264,-622.9467,-683.6998,-655.1289,-616.72345,-559.6172,-529.03235,-461.41498,-464.835,-473.59265,-575.6841,-541.0497,-553.29156,-577.083,-637.6181,-656.9625,-699.3701,-685.9891,-661.2638,-615.6217,-629.5864,-648.0099,-739.03894,-787.5717,-810.53253,-636.85474,-621.0114,-673.0617,-733.33276,-764.3944,-754.73175,-718.48517,-641.78796,-566.505,-559.507,-612.97656,-650.6172,-651.3216,-632.0167,-618.29614,-650.5109,-667.2978,-710.5517,-708.47217,-675.3709,-612.27527,-585.96155,-623.8019,-691.86084,-711.02124,-728.6063,-697.8645,-627.6273,-558.035,-551.8466,-661.56464,-711.51154,-657.90326,-603.75806,-564.6308,-595.3533,-630.76904,-705.98486,-714.65204,-729.6928,-706.66,-638.22485,-581.2041,-606.0823,-724.79626
-511.06186,-577.47296,-628.42267,-621.18994,-615.72754,-561.844,-562.136,-611.4197,-697.8314,-805.8014,-802.41376,-748.8308,-622.53577,-599.53455,-686.3389,-743.09485,-824.07574,-795.8799,-690.6659,-630.22644,-632.96686,-683.1922,-759.59235,-730.3112,-689.7427,-625.16016,-587.703,-507.28174,-512.33435,-521.78467,-631.7538,-588.9922,-600.7031,-632.77576,-708.13354,-732.7492,-772.3503,-760.3801,-722.03674,-669.5723,-686.00256,-706.8905,-814.6328,-868.78906,-880.6371,-685.16345,-671.98096,-723.3003,-947.74036,-854.593,-835.4497,-795.5563,-701.03094,-619.0304,-605.0792,-665.34845,-723.86005,-727.3202,-702.7236,-675.8127,-701.0243,-733.1238,-786.53,-783.90314,-727.0008,-660.2108,-637.02844,-668.0005,-778.48,-799.9616,-805.2024,-768.92395,-695.8263,-615.7252,-609.1213,-733.23303,-800.49255,-747.2351,-657.66455,-616.8122,-643.52405,-694.7722,-784.86475,-791.4016,-801.3741,-786.07355,-697.65045,-626.9065,-648.8889,-799.72046
